"cor","freq"
0.0568,1
0.0569,0
0.057,0
0.0571,2
0.0572,0
0.0573,0
0.0574,0
0.0575,0
0.0576,0
0.0577,1
0.0578,0
0.0579,1
0.058,0
0.0581,0
0.0582,2
0.0583,0
0.0584,0
0.0585,0
0.0586,0
0.0587,1
0.0588,0
0.0589,0
0.059,0
0.0591,0
0.0592,0
0.0593,1
0.0594,0
0.0595,0
0.0596,1
0.0597,1
0.0598,1
0.0599,0
0.06,1
0.0601,0
0.0602,1
0.0603,0
0.0604,4
0.0605,0
0.0606,1
0.0607,2
0.0608,0
0.0609,2
0.061,0
0.0611,1
0.0612,2
0.0613,0
0.0614,1
0.0615,0
0.0616,1
0.0617,1
0.0618,0
0.0619,2
0.062,0
0.0621,1
0.0622,0
0.0623,2
0.0624,1
0.0625,1
0.0626,0
0.0627,4
0.0628,2
0.0629,5
0.063,2
0.0631,1
0.0632,2
0.0633,2
0.0634,2
0.0635,3
0.0636,7
0.0637,3
0.0638,2
0.0639,3
0.064,2
0.0641,4
0.0642,1
0.0643,1
0.0644,3
0.0645,5
0.0646,6
0.0647,6
0.0648,2
0.0649,2
0.065,6
0.0651,4
0.0652,6
0.0653,4
0.0654,6
0.0655,8
0.0656,2
0.0657,5
0.0658,7
0.0659,3
0.066,12
0.0661,5
0.0662,6
0.0663,7
0.0664,7
0.0665,4
0.0666,9
0.0667,4
0.0668,7
0.0669,8
0.067,7
0.0671,8
0.0672,5
0.0673,6
0.0674,7
0.0675,6
0.0676,13
0.0677,3
0.0678,5
0.0679,7
0.068,11
0.0681,12
0.0682,4
0.0683,10
0.0684,6
0.0685,11
0.0686,13
0.0687,10
0.0688,9
0.0689,13
0.069,7
0.0691,11
0.0692,11
0.0693,13
0.0694,9
0.0695,10
0.0696,11
0.0697,9
0.0698,13
0.0699,11
0.07,10
0.0701,13
0.0702,11
0.0703,24
0.0704,22
0.0705,18
0.0706,17
0.0707,21
0.0708,22
0.0709,14
0.071,24
0.0711,11
0.0712,29
0.0713,20
0.0714,20
0.0715,20
0.0716,21
0.0717,22
0.0718,29
0.0719,17
0.072,20
0.0721,19
0.0722,24
0.0723,19
0.0724,29
0.0725,16
0.0726,27
0.0727,25
0.0728,26
0.0729,24
0.073,25
0.0731,27
0.0732,18
0.0733,25
0.0734,18
0.0735,27
0.0736,34
0.0737,19
0.0738,27
0.0739,19
0.074,29
0.0741,25
0.0742,29
0.0743,27
0.0744,40
0.0745,33
0.0746,22
0.0747,40
0.0748,34
0.0749,45
0.075,31
0.0751,28
0.0752,27
0.0753,41
0.0754,43
0.0755,39
0.0756,35
0.0757,41
0.0758,44
0.0759,36
0.076,38
0.0761,35
0.0762,35
0.0763,45
0.0764,46
0.0765,52
0.0766,38
0.0767,48
0.0768,47
0.0769,33
0.077,50
0.0771,38
0.0772,50
0.0773,47
0.0774,49
0.0775,47
0.0776,38
0.0777,58
0.0778,53
0.0779,52
0.078,48
0.0781,56
0.0782,48
0.0783,54
0.0784,48
0.0785,53
0.0786,60
0.0787,49
0.0788,69
0.0789,47
0.079,58
0.0791,58
0.0792,60
0.0793,68
0.0794,59
0.0795,58
0.0796,54
0.0797,59
0.0798,53
0.0799,54
0.08,46
0.0801,54
0.0802,57
0.0803,71
0.0804,72
0.0805,52
0.0806,61
0.0807,67
0.0808,54
0.0809,64
0.081,78
0.0811,66
0.0812,71
0.0813,63
0.0814,67
0.0815,77
0.0816,78
0.0817,76
0.0818,90
0.0819,75
0.082,77
0.0821,61
0.0822,59
0.0823,87
0.0824,67
0.0825,64
0.0826,75
0.0827,64
0.0828,90
0.0829,71
0.083,64
0.0831,83
0.0832,65
0.0833,84
0.0834,75
0.0835,77
0.0836,72
0.0837,63
0.0838,80
0.0839,68
0.084,83
0.0841,102
0.0842,78
0.0843,83
0.0844,87
0.0845,90
0.0846,85
0.0847,104
0.0848,97
0.0849,89
0.085,88
0.0851,108
0.0852,108
0.0853,99
0.0854,112
0.0855,111
0.0856,84
0.0857,95
0.0858,102
0.0859,97
0.086,93
0.0861,123
0.0862,109
0.0863,114
0.0864,105
0.0865,96
0.0866,107
0.0867,111
0.0868,105
0.0869,107
0.087,126
0.0871,110
0.0872,135
0.0873,99
0.0874,115
0.0875,123
0.0876,135
0.0877,120
0.0878,136
0.0879,125
0.088,134
0.0881,135
0.0882,98
0.0883,135
0.0884,119
0.0885,129
0.0886,126
0.0887,124
0.0888,130
0.0889,137
0.089,126
0.0891,124
0.0892,133
0.0893,152
0.0894,130
0.0895,131
0.0896,146
0.0897,146
0.0898,130
0.0899,140
0.09,127
0.0901,144
0.0902,167
0.0903,155
0.0904,180
0.0905,145
0.0906,172
0.0907,152
0.0908,148
0.0909,176
0.091,166
0.0911,197
0.0912,158
0.0913,143
0.0914,202
0.0915,164
0.0916,198
0.0917,161
0.0918,171
0.0919,197
0.092,209
0.0921,203
0.0922,205
0.0923,207
0.0924,205
0.0925,217
0.0926,214
0.0927,213
0.0928,166
0.0929,222
0.093,234
0.0931,226
0.0932,260
0.0933,253
0.0934,236
0.0935,227
0.0936,269
0.0937,247
0.0938,254
0.0939,251
0.094,262
0.0941,297
0.0942,286
0.0943,283
0.0944,310
0.0945,317
0.0946,293
0.0947,273
0.0948,299
0.0949,327
0.095,317
0.0951,358
0.0952,335
0.0953,355
0.0954,353
0.0955,329
0.0956,370
0.0957,363
0.0958,360
0.0959,349
0.096,386
0.0961,373
0.0962,370
0.0963,411
0.0964,384
0.0965,426
0.0966,441
0.0967,410
0.0968,422
0.0969,455
0.097,450
0.0971,455
0.0972,501
0.0973,473
0.0974,469
0.0975,518
0.0976,463
0.0977,459
0.0978,470
0.0979,491
0.098,540
0.0981,534
0.0982,522
0.0983,570
0.0984,516
0.0985,552
0.0986,591
0.0987,542
0.0988,598
0.0989,575
0.099,587
0.0991,634
0.0992,610
0.0993,630
0.0994,629
0.0995,703
0.0996,618
0.0997,668
0.0998,638
0.0999,679
0.1,686
0.1001,714
0.1002,684
0.1003,652
0.1004,739
0.1005,714
0.1006,707
0.1007,701
0.1008,727
0.1009,744
0.101,814
0.1011,773
0.1012,790
0.1013,839
0.1014,871
0.1015,863
0.1016,893
0.1017,854
0.1018,828
0.1019,859
0.102,848
0.1021,836
0.1022,895
0.1023,905
0.1024,907
0.1025,879
0.1026,907
0.1027,924
0.1028,932
0.1029,973
0.103,1046
0.1031,1022
0.1032,1014
0.1033,1017
0.1034,1069
0.1035,969
0.1036,1079
0.1037,1047
0.1038,1074
0.1039,1108
0.104,1019
0.1041,1112
0.1042,1097
0.1043,1113
0.1044,1118
0.1045,1144
0.1046,1199
0.1047,1105
0.1048,1167
0.1049,1249
0.105,1187
0.1051,1223
0.1052,1270
0.1053,1234
0.1054,1228
0.1055,1295
0.1056,1301
0.1057,1338
0.1058,1326
0.1059,1415
0.106,1314
0.1061,1295
0.1062,1345
0.1063,1392
0.1064,1367
0.1065,1443
0.1066,1387
0.1067,1398
0.1068,1439
0.1069,1445
0.107,1478
0.1071,1503
0.1072,1545
0.1073,1532
0.1074,1533
0.1075,1501
0.1076,1551
0.1077,1580
0.1078,1601
0.1079,1633
0.108,1612
0.1081,1678
0.1082,1673
0.1083,1629
0.1084,1761
0.1085,1690
0.1086,1699
0.1087,1739
0.1088,1788
0.1089,1746
0.109,1770
0.1091,1798
0.1092,1760
0.1093,1809
0.1094,1792
0.1095,1787
0.1096,1806
0.1097,1780
0.1098,1852
0.1099,1950
0.11,1958
0.1101,1889
0.1102,1886
0.1103,1955
0.1104,1956
0.1105,2008
0.1106,2026
0.1107,2020
0.1108,1972
0.1109,2084
0.111,2050
0.1111,2115
0.1112,2020
0.1113,2059
0.1114,2138
0.1115,2227
0.1116,2073
0.1117,2141
0.1118,2233
0.1119,2277
0.112,2213
0.1121,2173
0.1122,2169
0.1123,2264
0.1124,2269
0.1125,2315
0.1126,2405
0.1127,2314
0.1128,2368
0.1129,2364
0.113,2443
0.1131,2381
0.1132,2437
0.1133,2475
0.1134,2385
0.1135,2493
0.1136,2530
0.1137,2559
0.1138,2540
0.1139,2527
0.114,2647
0.1141,2642
0.1142,2636
0.1143,2644
0.1144,2664
0.1145,2800
0.1146,2718
0.1147,2663
0.1148,2676
0.1149,2675
0.115,2816
0.1151,2862
0.1152,2831
0.1153,2812
0.1154,2982
0.1155,2822
0.1156,2894
0.1157,2841
0.1158,2850
0.1159,2896
0.116,2957
0.1161,2983
0.1162,3038
0.1163,2982
0.1164,3063
0.1165,3074
0.1166,3095
0.1167,3217
0.1168,3132
0.1169,3100
0.117,3190
0.1171,3125
0.1172,3303
0.1173,3265
0.1174,3207
0.1175,3295
0.1176,3252
0.1177,3443
0.1178,3383
0.1179,3411
0.118,3446
0.1181,3362
0.1182,3475
0.1183,3420
0.1184,3434
0.1185,3427
0.1186,3494
0.1187,3529
0.1188,3667
0.1189,3679
0.119,3515
0.1191,3583
0.1192,3628
0.1193,3629
0.1194,3609
0.1195,3802
0.1196,3798
0.1197,3878
0.1198,3786
0.1199,3773
0.12,3883
0.1201,3908
0.1202,3981
0.1203,3995
0.1204,3928
0.1205,4012
0.1206,3961
0.1207,4092
0.1208,4023
0.1209,4034
0.121,4097
0.1211,4157
0.1212,4153
0.1213,4003
0.1214,4259
0.1215,4186
0.1216,4199
0.1217,4144
0.1218,4266
0.1219,4287
0.122,4316
0.1221,4433
0.1222,4468
0.1223,4294
0.1224,4362
0.1225,4435
0.1226,4446
0.1227,4438
0.1228,4573
0.1229,4517
0.123,4593
0.1231,4637
0.1232,4663
0.1233,4552
0.1234,4633
0.1235,4753
0.1236,4696
0.1237,4743
0.1238,4758
0.1239,4886
0.124,4768
0.1241,4912
0.1242,4865
0.1243,4980
0.1244,4926
0.1245,4779
0.1246,5065
0.1247,5071
0.1248,5064
0.1249,5199
0.125,5236
0.1251,5083
0.1252,5292
0.1253,5328
0.1254,5072
0.1255,5291
0.1256,5342
0.1257,5263
0.1258,5300
0.1259,5478
0.126,5409
0.1261,5381
0.1262,5423
0.1263,5523
0.1264,5433
0.1265,5515
0.1266,5570
0.1267,5521
0.1268,5628
0.1269,5599
0.127,5562
0.1271,5585
0.1272,5802
0.1273,5794
0.1274,5720
0.1275,5998
0.1276,5983
0.1277,5712
0.1278,5890
0.1279,6115
0.128,5935
0.1281,5939
0.1282,6017
0.1283,6061
0.1284,6050
0.1285,6172
0.1286,6197
0.1287,6300
0.1288,6248
0.1289,6284
0.129,6365
0.1291,6326
0.1292,6412
0.1293,6358
0.1294,6456
0.1295,6596
0.1296,6587
0.1297,6500
0.1298,6677
0.1299,6500
0.13,6736
0.1301,6649
0.1302,6642
0.1303,6751
0.1304,6815
0.1305,6886
0.1306,6777
0.1307,6914
0.1308,6873
0.1309,6972
0.131,6900
0.1311,6906
0.1312,7087
0.1313,7098
0.1314,7152
0.1315,7153
0.1316,7147
0.1317,7232
0.1318,7064
0.1319,7271
0.132,7190
0.1321,7333
0.1322,7450
0.1323,7537
0.1324,7417
0.1325,7510
0.1326,7390
0.1327,7596
0.1328,7531
0.1329,7564
0.133,7654
0.1331,7914
0.1332,7515
0.1333,7754
0.1334,7860
0.1335,7766
0.1336,7962
0.1337,7966
0.1338,7923
0.1339,8024
0.134,7928
0.1341,7956
0.1342,8161
0.1343,8218
0.1344,8315
0.1345,8251
0.1346,8473
0.1347,8338
0.1348,8352
0.1349,8310
0.135,8357
0.1351,8498
0.1352,8648
0.1353,8556
0.1354,8674
0.1355,8555
0.1356,8814
0.1357,8740
0.1358,8708
0.1359,8729
0.136,8788
0.1361,8894
0.1362,8981
0.1363,9067
0.1364,9101
0.1365,9160
0.1366,9114
0.1367,9185
0.1368,9174
0.1369,9323
0.137,9360
0.1371,9395
0.1372,9258
0.1373,9340
0.1374,9533
0.1375,9503
0.1376,9625
0.1377,9711
0.1378,9691
0.1379,9727
0.138,9799
0.1381,9677
0.1382,9783
0.1383,9838
0.1384,10082
0.1385,9829
0.1386,10110
0.1387,10033
0.1388,10247
0.1389,10237
0.139,10318
0.1391,10290
0.1392,10382
0.1393,10481
0.1394,10479
0.1395,10226
0.1396,10538
0.1397,10629
0.1398,10548
0.1399,10563
0.14,10790
0.1401,10858
0.1402,11008
0.1403,11125
0.1404,10891
0.1405,10996
0.1406,11098
0.1407,11204
0.1408,11070
0.1409,11138
0.141,11359
0.1411,11217
0.1412,11261
0.1413,11568
0.1414,11540
0.1415,11490
0.1416,11740
0.1417,11730
0.1418,11786
0.1419,11742
0.142,11971
0.1421,12037
0.1422,11940
0.1423,12036
0.1424,12109
0.1425,12037
0.1426,12172
0.1427,12285
0.1428,12418
0.1429,12471
0.143,12364
0.1431,12394
0.1432,12495
0.1433,12523
0.1434,12453
0.1435,12708
0.1436,12600
0.1437,12617
0.1438,12998
0.1439,13036
0.144,12762
0.1441,13058
0.1442,13162
0.1443,13331
0.1444,13252
0.1445,13261
0.1446,13334
0.1447,13336
0.1448,13473
0.1449,13451
0.145,13595
0.1451,13532
0.1452,13893
0.1453,13565
0.1454,13859
0.1455,13884
0.1456,13856
0.1457,13965
0.1458,13788
0.1459,14098
0.146,13928
0.1461,14221
0.1462,14482
0.1463,14430
0.1464,14412
0.1465,14574
0.1466,14688
0.1467,14596
0.1468,14667
0.1469,14909
0.147,14898
0.1471,15090
0.1472,14853
0.1473,14755
0.1474,14973
0.1475,15167
0.1476,15492
0.1477,15330
0.1478,15432
0.1479,15342
0.148,15475
0.1481,15407
0.1482,15748
0.1483,15589
0.1484,15955
0.1485,15809
0.1486,15966
0.1487,16043
0.1488,15972
0.1489,16361
0.149,16125
0.1491,16232
0.1492,16354
0.1493,16290
0.1494,16542
0.1495,16493
0.1496,16640
0.1497,16889
0.1498,16836
0.1499,16886
0.15,16788
0.1501,16874
0.1502,16762
0.1503,17325
0.1504,17150
0.1505,17080
0.1506,17523
0.1507,17249
0.1508,17735
0.1509,17597
0.151,17619
0.1511,17902
0.1512,17578
0.1513,17977
0.1514,17828
0.1515,18162
0.1516,18296
0.1517,18196
0.1518,18206
0.1519,18047
0.152,18305
0.1521,18607
0.1522,18451
0.1523,18604
0.1524,18651
0.1525,18788
0.1526,18886
0.1527,18994
0.1528,19113
0.1529,19146
0.153,19235
0.1531,19005
0.1532,19354
0.1533,19610
0.1534,19555
0.1535,19662
0.1536,19739
0.1537,19810
0.1538,19853
0.1539,19981
0.154,20216
0.1541,20325
0.1542,20259
0.1543,20083
0.1544,20387
0.1545,20580
0.1546,20548
0.1547,20729
0.1548,21144
0.1549,20749
0.155,20772
0.1551,20905
0.1552,20973
0.1553,21397
0.1554,21312
0.1555,21524
0.1556,21496
0.1557,21456
0.1558,21629
0.1559,21689
0.156,21839
0.1561,21936
0.1562,21894
0.1563,22059
0.1564,21947
0.1565,22171
0.1566,22465
0.1567,22848
0.1568,22726
0.1569,22619
0.157,22685
0.1571,22761
0.1572,22925
0.1573,23073
0.1574,23054
0.1575,23422
0.1576,23459
0.1577,23432
0.1578,23525
0.1579,23597
0.158,23486
0.1581,23853
0.1582,23855
0.1583,23907
0.1584,23769
0.1585,24025
0.1586,24073
0.1587,24536
0.1588,24155
0.1589,24394
0.159,25184
0.1591,24755
0.1592,24851
0.1593,25097
0.1594,24862
0.1595,25321
0.1596,25474
0.1597,25291
0.1598,25183
0.1599,25582
0.16,25736
0.1601,25592
0.1602,25819
0.1603,25896
0.1604,26204
0.1605,26045
0.1606,26384
0.1607,26475
0.1608,26399
0.1609,26764
0.161,26801
0.1611,26766
0.1612,27049
0.1613,26852
0.1614,27194
0.1615,27462
0.1616,27216
0.1617,27500
0.1618,27274
0.1619,27577
0.162,27774
0.1621,27735
0.1622,28081
0.1623,27944
0.1624,28084
0.1625,28378
0.1626,28309
0.1627,28689
0.1628,28657
0.1629,28913
0.163,28990
0.1631,29108
0.1632,29187
0.1633,29403
0.1634,29488
0.1635,29044
0.1636,29391
0.1637,29794
0.1638,29838
0.1639,29789
0.164,29912
0.1641,30030
0.1642,30194
0.1643,30566
0.1644,30454
0.1645,30401
0.1646,30377
0.1647,31039
0.1648,31070
0.1649,30761
0.165,31155
0.1651,31400
0.1652,31246
0.1653,31650
0.1654,31714
0.1655,31799
0.1656,32065
0.1657,31873
0.1658,32324
0.1659,32413
0.166,32333
0.1661,32751
0.1662,32569
0.1663,32825
0.1664,32775
0.1665,32924
0.1666,33188
0.1667,32992
0.1668,33342
0.1669,33418
0.167,33416
0.1671,33628
0.1672,33933
0.1673,34027
0.1674,34128
0.1675,34393
0.1676,34492
0.1677,34651
0.1678,34685
0.1679,34635
0.168,34837
0.1681,35046
0.1682,35117
0.1683,35346
0.1684,35453
0.1685,35333
0.1686,35444
0.1687,35857
0.1688,36153
0.1689,35869
0.169,35904
0.1691,36407
0.1692,36273
0.1693,36610
0.1694,36877
0.1695,37164
0.1696,36864
0.1697,37133
0.1698,37595
0.1699,37804
0.17,37517
0.1701,37419
0.1702,38092
0.1703,38254
0.1704,37923
0.1705,38556
0.1706,38584
0.1707,38657
0.1708,38958
0.1709,38813
0.171,39079
0.1711,39010
0.1712,39515
0.1713,39468
0.1714,39285
0.1715,39664
0.1716,39704
0.1717,40387
0.1718,39834
0.1719,40524
0.172,40437
0.1721,40850
0.1722,40796
0.1723,41156
0.1724,41173
0.1725,40987
0.1726,41232
0.1727,41558
0.1728,41621
0.1729,41750
0.173,41881
0.1731,42240
0.1732,42031
0.1733,42411
0.1734,42447
0.1735,43114
0.1736,42853
0.1737,43234
0.1738,43250
0.1739,43879
0.174,43582
0.1741,43216
0.1742,43624
0.1743,44255
0.1744,44200
0.1745,44172
0.1746,44418
0.1747,44657
0.1748,44711
0.1749,45227
0.175,45263
0.1751,45502
0.1752,45159
0.1753,45538
0.1754,45908
0.1755,46349
0.1756,45999
0.1757,46322
0.1758,46325
0.1759,47015
0.176,47056
0.1761,46752
0.1762,46909
0.1763,47503
0.1764,47410
0.1765,47379
0.1766,48123
0.1767,47982
0.1768,48235
0.1769,48584
0.177,48631
0.1771,48538
0.1772,49049
0.1773,48603
0.1774,48941
0.1775,49355
0.1776,49667
0.1777,50035
0.1778,49933
0.1779,50394
0.178,50552
0.1781,50634
0.1782,50462
0.1783,50216
0.1784,50908
0.1785,50876
0.1786,51380
0.1787,51272
0.1788,51377
0.1789,51722
0.179,52134
0.1791,51896
0.1792,52405
0.1793,52180
0.1794,52817
0.1795,52828
0.1796,52962
0.1797,53412
0.1798,53487
0.1799,53631
0.18,53694
0.1801,54098
0.1802,54435
0.1803,54444
0.1804,54482
0.1805,54632
0.1806,54858
0.1807,54982
0.1808,55133
0.1809,55806
0.181,55652
0.1811,56181
0.1812,56073
0.1813,56428
0.1814,56724
0.1815,56572
0.1816,57043
0.1817,57179
0.1818,56732
0.1819,57256
0.182,58145
0.1821,57581
0.1822,57610
0.1823,57943
0.1824,58355
0.1825,58722
0.1826,58516
0.1827,59507
0.1828,59633
0.1829,59406
0.183,59671
0.1831,59839
0.1832,60045
0.1833,59996
0.1834,60283
0.1835,60684
0.1836,60695
0.1837,61193
0.1838,61179
0.1839,61357
0.184,61974
0.1841,62026
0.1842,62117
0.1843,62219
0.1844,62532
0.1845,63122
0.1846,62861
0.1847,63073
0.1848,63361
0.1849,63426
0.185,63818
0.1851,64200
0.1852,64234
0.1853,64709
0.1854,64568
0.1855,65037
0.1856,65621
0.1857,65470
0.1858,65484
0.1859,65312
0.186,66000
0.1861,66250
0.1862,66295
0.1863,66565
0.1864,66842
0.1865,66870
0.1866,67279
0.1867,67306
0.1868,67423
0.1869,68464
0.187,68260
0.1871,68115
0.1872,68538
0.1873,69086
0.1874,69259
0.1875,69362
0.1876,69227
0.1877,69837
0.1878,69593
0.1879,70123
0.188,70365
0.1881,70928
0.1882,71153
0.1883,71695
0.1884,71298
0.1885,71608
0.1886,71796
0.1887,72139
0.1888,71942
0.1889,72672
0.189,72681
0.1891,72909
0.1892,73239
0.1893,73890
0.1894,74109
0.1895,74260
0.1896,74138
0.1897,74538
0.1898,74538
0.1899,74937
0.19,75048
